YEAR,SERIAL,MONTH,CPSID,ASECFLAG,ASECWTH,STATEFIP,METAREA,PERNUM,CPSIDV,CPSIDP,ASECWT,AGE,SEX,RACE,IND,EDUC,INCTOT
2015,58292,3,0,1,1350.06,47,9998,3,0,0,1454.36,11,2,100,0,1,999999999
2015,58292,3,0,1,1350.06,47,9998,4,0,0,1414.74,4,1,100,0,1,999999999
2015,58293,3,0,1,1007.58,47,9998,1,0,0,1007.58,30,2,100,2370,20,37000
2015,58293,3,0,1,1007.58,47,9998,2,0,0,1199.83,26,2,100,770,20,17000
2015,58294,3,0,1,1305.24,47,9998,1,0,0,1305.24,37,1,100,2370,2,21000
2015,58294,3,0,1,1305.24,47,9998,2,0,0,2241.16,35,1,100,2370,2,21000
2015,58295,3,2.01502E+13,1,2229.96,47,9998,1,2.01502E+14,2.01502E+13,2229.96,67,2,100,0,111,27869
2015,58299,3,2.01503E+13,1,2577.87,47,9998,1,2.01503E+14,2.01503E+13,2577.87,62,1,100,3190,73,18002
2015,58299,3,2.01503E+13,1,2577.87,47,9998,2,2.01503E+14,2.01503E+13,2577.87,49,2,100,9480,91,7010
2015,58300,3,2.01503E+13,1,2488.29,47,9998,1,2.01503E+14,2.01503E+13,2488.29,65,2,100,0,111,7896
2015,58300,3,2.01503E+13,1,2488.29,47,9998,2,2.01503E+14,2.01503E+13,2488.29,67,1,100,0,73,0
2015,58300,3,2.01503E+13,1,2488.29,47,9998,3,2.01503E+14,2.01503E+13,2764.45,27,2,100,0,73,9759
2015,58300,3,2.01503E+13,1,2488.29,47,9998,4,2.01503E+14,2.01503E+13,3683.7,0,1,100,0,1,999999999
2015,58301,3,2.01412E+13,1,2467.31,47,9998,1,2.01412E+14,2.01412E+13,2467.31,62,1,100,0,73,0
2015,58301,3,2.01412E+13,1,2467.31,47,9998,2,2.01412E+14,2.01412E+13,2467.31,59,2,100,7860,73,62373
